設問1	設問2	設問3	設問4	設問5	設問6	設問7	設問8	設問9	会員ID
川崎市	移動・交通	3路線が使える、始発で座れる、都内に出やすい	買物・飲食	ほとんどの飲食チェーン店がある、ノクティ内ならノクティﾎﾟｲﾝﾄも付いてお得	事故・犯罪	夜の治安が悪い##歩きたばこが多い##駐輪・駐車禁止が守られていない##自転車の信号・標識無視が当たり前	地域行政	駅前の無法地帯（不法占拠、歩きたばこ、悪臭、駐車禁止）に対処してほしい	1232065287
横浜市	移動・交通	電車、バス、多いので移動には困らない。タクシーもくる。場所によってはタクシーがなかなか来ない所がある。ここは来る。	自然景観	自然がほどよくある。	事故・犯罪	犯罪は怖い。見回りなど定期的にしてほしい。前は見かけたけど最近見かけない。また自転車の乗り方が非常に悪く暴走してくるから取り締まってほしい。危なすぎる。	地域行政	区役所の派出所がほしい。何かにつけて駅前の区役所に行くのはちょっと大変。派出所があるとすごく助かる。また区役所の方、まじめに人の話を聞いて欲しい。鼻で笑うのは失礼だとわからないのか不思議でならない。	1229654991
横浜市	買物・飲食	なんとなく	移動・交通	なんとか	子育て	なんとなく	自然景観	なんとなく	1236904831
横浜市	移動・交通	公共交通機関が発達している	自然の恵み	都市部と自然が融合されている	地域行政	住民税を安くしてほしい	遊び・娯楽	あまり派手にならないように願う	1235831475
横浜市	自然景観	緑が多く、四季を通して花を楽しめる。	住宅環境	安心安全に暮らせている。	医療・福祉	地域の核となるような病院がない。	遊び・娯楽	文化的な要素が少ない。	1233039122
横浜市	住宅環境	交通環境	住宅環境	静か	買物・飲食	飲食店が少ない	遊び・娯楽	娯楽施設が少ない	1233616926
横浜市	遊び・娯楽	なし	デジタル生活	なし	医療・福祉	なし	買物・飲食	なし	1232101622
横浜市	住宅環境	閑静な住宅地で治安が良い	事故・犯罪	治安が良い	自然災害	坂が多く、土砂災害が心配	遊び・娯楽	横浜中心部に行かないと娯楽施設が少ない	1230250982
秦野市	住宅環境	土地建物が首都圏に割合に近いのに安価であること。	自然景観	窓から富士山や丹沢連峰の山々を眺めることができ、落ち着いた気分になること。	地域行政	高齢者に対する支援内容がよくわからないこと。	デジタル生活	デジタル行政が遅れていて、各種手続きが市役所に出向いておこわなければならないこと。	1232764043
鎌倉市	医療・福祉	救急病院があり、安心	買物・飲食	徒歩圏内に買い物ができる	デジタル生活	ネットで申請等が出来るようにして欲しい	都市景観	オーバーツーリズム	1233204428
横須賀市	自然景観	身近に海があり自然を感じるから	事故・犯罪	比較的治安がいい	医療・福祉	障害者手帳を持っていても２級の人は経済的ほとんど恩恵をえれない	地域行政	高齢化が進み地域の町内会の当番がすぐ回ってくる。やめる人も多いので外部にやってもらいたい	1235773347
横浜市	住宅環境	騒がしくなく治安も良い点	自然災害	大きな地震もないし、津波の被害の可能性も低い	遊び・娯楽	もっと文化的な施設があると良い	都市景観	街並を綺麗に整備して欲しい	1230554023
横浜市	住宅環境	昔から住んでいる人も多く、買い物も近くにあるから	医療・福祉	困った時にすぐに対応してくれる医療機関が近くにあるから	移動・交通	駅が近くにもう1駅で来てほしい	環境共生	道が狭く通学路が不安になることが多々ある	1236292291
藤沢市	買物・飲食	安い店がある	移動・交通	便利がいい	医療・福祉	障害者に優しいところにしてほしい	デジタル生活	わかりやすくして欲しい	1234291692
川崎市	住宅環境	緑が多く静かな住環境	自然景観	バランスの良い自然環境	買物・飲食	近くに商店が全くない	移動・交通	駅まで距離がある	1237021612
藤沢市	住宅環境	程良く自然と調和している	事故・犯罪	治安が良い	移動・交通	信号のタイミングが悪い	自然景観	私有地の木が伸びすぎていて停電になったことがあったり背の高いトラックが通れなくなりそうなので行政代行執行して欲しい	1230517456
相模原市	デジタル生活	ぎい	子育て		遊び・娯楽	じゅ	買物・飲食		1231935320
横浜市	住宅環境	周囲が緑道に囲まれ散歩が気持ち良い	自然景観	自然が残され癒される	デジタル生活	役所がやや離れているので、自宅でも処理可能の範囲が拡張されると良い	公共空間	図書館の整備	1229835441
横浜市	移動・交通	駅から徒歩２分に自宅がありますが、以外と静かです	買物・飲食	駅近にスーパーやコンビニがあるので２４時間、不便に感じる事はないです	遊び・娯楽	もう少しで高度な大人の遊び場を作ってほしい	移動・交通	都内方面のバスがあればイイかなと	1234350116
川崎市	買物・飲食	自宅近くにクロスガーデン、通勤途上にラゾーナ川崎があり便利。	移動・交通	JR、バスなど公共交通機関が便利。	医療・福祉	高度医療機関がない。	地域行政	道路の車線マーキングが剥げてきても補修されない、跨線橋が老朽化しても架け替え予算がつかない。	1234487274
横浜市	住宅環境	高台に居住。見晴らしがよく夏は花火が綺麗に見える。	移動・交通	2路線の駅が近くにあり、両方とも職場方向に行くので、片方が止まってももう片方が使える。	地域行政	住民税が高い。	都市景観	街が、住み始めた20年前からほとんど変わらない。発展がない。	1233738878
横浜市	遊び・娯楽	色々ある	医療・福祉	助かっている	地域行政	身近でない	子育て	足りてない	1233327306
藤沢市	移動・交通	３路線が使えて、東京方面へのアクセスも良い	初等・中等教育	私立・公立ともに教育熱が高い。	買物・飲食	駅前の開発が中途半端なため、飲食のチェーン店が同規模の駅に比べて少ない。	公共空間	藤沢駅前の整備を行っているが、有効に使われていない。	1230083985
横浜市	移動・交通	二駅利用可能な上、駅まで10分以内で行く所。	住宅環境	緑道が目の前にあり、周辺にはマンションが多く建ち並ぶ点です。	地域行政	住民税が高い所	自然景観	緑道や公園の清掃、整備をまめにして欲しい。	1235897533
横浜市	住宅環境	地域柄か隣近所との関係が良いところ。子供たちが遊べる公園も近所に多くあり、買い物等もストレスなく現在は満足しています。	移動・交通	駅まで徒歩圏内であり出掛けやすいことと、バスも利用しやすい点です。	地域行政	この項目でいいのか分かりませんが、自治会についてです。現役世代は共働きが多く、どのご家庭も役員が回ってくるのが負担です。	事故・犯罪	路上駐車の取り締まりを強化してほしいです。	1228972140
川崎市	買物・飲食	スーパーが近く何店舗もあり生活がしやすいです。	事故・犯罪	比較的に住宅街なので治安が良くゆったりと暮らすには良い環境です。	移動・交通	道路沿いなのでバス停は近いですが駅まで15分ぐらいかかり、##ましてはバス便が少ないバス停もあります。##もっとバス便を増やして頂けると有り難いです。	自然景観	空地が住宅にかわり緑が少なくごちゃごちゃしている気がします。##区画整理の土地に指定すれば##もう少しすっきりして見えるのかもしれません。	1233133539
横浜市	移動・交通	電車で移動できるから	遊び・娯楽	娯楽施設が多いから	事故・犯罪	怖いから	自然災害	坂が多いから	1230475935
相模原市	自然災害	地盤がしっかりしており地震の時も周りより揺れが小さい。かつ台地上のため水害のリスクも低い	移動・交通	新幹線や航空機へのアクセスが良い。また車異動でも東名高速、中央道、圏央道にも近い。	買物・飲食	水道水が硬水のため、乾いた跡が付きやすい。水源を変えるのは無理なので改善は期待しないが最も不満な点である。	事故・犯罪	殺人事件が多い。	1234321193
横浜市	住宅環境	建ぺい率1種で、家が建て込んでいない。静かです。	医療・福祉	病院がクリニックから大学病院まで揃ってます。##	事故・犯罪	見回りを組織的にできれば…	自然景観	緑をこれ以上減らさない。	1234066617
川崎市	住宅環境	都市空間に満足しています	自然景観	緑と都市が共存している点	住宅環境	一戸建てを購入したいので、良い住宅環境を望みます	子育て	子育て施策全国No.1の地域になってほしいです	1236972273
藤沢市	自然景観	海がある	都市景観	緑が多い	子育て	バカ親が多い	買物・飲食	店が少ない	1231840172
藤沢市	医療・福祉	病院がそばに多くあり、医療費の控除申請も進んで教えてくれる	買物・飲食	モールが近場に2か所あり、車の渋滞は困るけれど普段は安易に買い物に行けるので助かる	移動・交通	辻堂駅近辺の渋滞をちょっと考えて欲しい	子育て	子どもが遊ぶ場所を増やしてほしい	1233566313
川崎市	買物・飲食	スーパーが多くある	移動・交通	幹線道路がある	事故・犯罪	治安は悩み	都市景観	ゴミが沢山	1229339666
川崎市	買物・飲食	住居の近くに複数のスーパーがある	移動・交通	最寄り駅から2駅で小田急や田園都市線に乗ることができる	子育て	医療補助を小学生まで拡充した方がいい	事故・犯罪	巡回など増やして防犯を強化してほしい	1230959554
横浜市	買物・飲食	スーパーが多いので特売品を買いやすい 	移動・交通	歩いても１５分くらいでバスも通っている	医療・福祉	1つのビル内にまとまっていてほしい	地域行政	老人の集う場所や催しを増やしてほしい	1236129218
横浜市	買物・飲食	色んなお店をある	移動・交通	環状線沿い	医療・福祉	少ない	遊び・娯楽	少ない	1233550426
横浜市	自然景観	近くの公園で##富士山が見れる	買物・飲食	近くにスーパーがある	移動・交通	駅が遠いからバス便を増やしてほしい	自然災害	近くに避難場所があれば良い	1236714045
開成町	住宅環境	開成町は面積が小さいので、駅にも近くて、スーパーマーケット、薬局、本屋、診療所等歩いて行けるので、満足している	自然景観	畑や小さな公園等、緑が多くて、遠くには箱根山、富士山、丹沢山に囲まれていること	事故・犯罪	町の人口が増えてきているので、駅前の交番等、無人でなく人員配置して欲しい。##	遊び・娯楽	公共の体育館、トレーニングジムのようなところが欲しい	1228251027
藤沢市	住宅環境	公園が多い	買物・飲食	スーパーが多い	地域行政	税金が高い	初等・中等教育	小中一貫校を充実してほしい	1235300192
藤沢市	地域行政	役所関係の手続き時の職員の対応が周りの市の中で一番対応がよかったです。	移動・交通	利便性がいい。	買物・飲食	以前暮らしていた土地柄もあるとは思いますが、現在の市の方が物価が高くかんじます。	事故・犯罪	以前住んでいた地域でも小さな犯罪はありましたが、現在の土地のほうが物騒だなと思うことが多いです。	1234539752
平塚市	買物・飲食	家から総合病院が近い	買物・飲食	ララポがある	移動・交通	伊勢原への電車がほしい	地域行政	公民館の建て替え	1233124068
海老名市	自然の恵み	駅前は開発されているが離れると自然を楽しめる	移動・交通	最寄り駅から一本で都心まで行ける	医療・福祉	病院がいつも混雑し、予約でも2時間待つ、駐車場も高額	事故・犯罪	人工は増えているがモラルを守らない人も増えている	1230955895
横浜市	地域行政	健康診断に行きやすい	買物・飲食	美味しいお店がある	移動・交通	細い道にバスが沢山通るので渋滞がひどい	デジタル生活	あちこちにWi-Fiを設置してほしい	1230775719
横浜市	移動・交通	色々な路線やバスのアクセスが良いから	住宅環境	商業施設が充実している	地域行政	今よりもより良く改善	医療・福祉	今よりもより良く改善	1233078981
葉山町	自然景観	海もあり山もある美しい景色。温暖な気候。	自然の恵み	新鮮な海の幸が豊富。	医療・福祉	町内に公的な総合病院が無い。	移動・交通	町内に鉄道が無い。	1233257851
横浜市	移動・交通	どこに行くにも公共交通機関で移動ができる。（交通網が発達している）	買物・飲食	安いお店から高級なお店まで、いろいろなバリュエーションがある。	地域行政	住民税が高いが、他の都市と比べて行政サービスが充実しているとはいいがたい。	事故・犯罪	犯罪が多い	1235386123
川崎市	買物・飲食	家の周りに飲食店やコンビニなどいろいろあって便利	移動・交通	駅が近いので電車やバスの移動が楽	住宅環境	人が多いのでモラルのない人が多い	事故・犯罪	周りにあまりよくない建物があるので環境がよくない	1232653409
横浜市	移動・交通	比較的落ち着いた住宅地でありながら、駅にも近いところ。	住宅環境	車通りが少なく、静かである点##。	医療・福祉	ご高齢の一人暮らしの方も多く、行政の見守り等が行き届く地域であることを願います。	買物・飲食	買い物する場所が、近くには限られたスーパーしかなく、選択肢が少ない。もう少し店舗が増えて、定着して欲しい。	1233318343
川崎市	公共空間	区役所などの公共機関が集合しており徒歩圏内で利便性が良い。	買物・飲食	チェーン店が多いので飲食や買い物に便利である。	子育て	少子高齢化対策として子育て世代に支給金や税制で優遇する。	デジタル生活	高齢者にもデジタルを身近に感じる様に無料で講習して貰いたい。	1230910853
伊勢原市	住宅環境	第二東名などの交通整備が進み、車での移動が楽。近隣市町村でのショッピングにも事欠かない。	医療・福祉	東海大学病院や協同病院があり、高度な医療処置を受けることができる。	移動・交通	とにかく道路の舗装や道路標示の質が悪すぎる。	公共空間	子供が遊べる公園整備を進めてほしい。できれば駐車場付きで。	1225756633
横浜市	移動・交通	鉄道がたくさん走っていて、バスもいろんな路線があるので、車がなくても移動しやすい。	買物・飲食	たくさん店があるから困らない。	子育て	より相談しやすい体制をつくってほしい。	事故・犯罪	少なくなるように見回りを増やしてほしい。	1236721182
横浜市	自然景観	他の選択肢より良いから	都市景観	他の選択肢より良いから	買物・飲食	リーズナブルな、飲食店が少ない	移動・交通	駅まで20分以上掛かる	1233725127
川崎市	住宅環境	世田谷等と比べ住宅街の道路がきちんと整備され、ごちゃごちゃしてない洗練された街である。	移動・交通	都心にも横浜にも適度な時間で行けるのに加え高速も近い、	買物・飲食	もう少し、いい店が充実して欲しい。	遊び・娯楽	もう少し楽しめる場所があるといい！	1231512476
横浜市	買物・飲食	駅周辺に多様な店が揃う	移動・交通	電車、バスが複数路線ある	都市景観	開発がやや無秩序	事故・犯罪	道路沿いの歩道が未整備の所がある	1228610714
川崎市	住宅環境	住宅街ではあるが、隣との距離も十分に離れており、公道があるが行き止まりになっている為、知らない車や人が入ってくる事もなく静かな環境のため。	自然災害	20年住んでいるが、台風時も大きな災害にはならなかったし、県内では停電の回数も少なく、排水が良いので水たまりが長く残っている事もない為。##	事故・犯罪	近くに古めかしいアパートがあるが、住人に変な人がいる様で月に一度くらいでパトカーが来る事がある。##アパートは取り壊しの予定の様なので、早く取り壊してほしい。	移動・交通	最寄りの駅までは徒歩15分くらいか掛かるので、バスの本数をもっと増やしてほしい。	1229582196
横浜市	デジタル生活	オープンデータなどの活動がほかの町に比べて、推進されている。	遊び・娯楽	まちに娯楽施設と観光施設がバランスよくある。	自然景観	観光化を推進する一方で、自然や景観の美しさも維持する活動がなされている。	自然災害	地形の起伏が多く、災害時の危険が高い。地域にあった災害対策が必要と思われる。	1236452294
横浜市	移動・交通	利便性	住宅環境	閑静	移動・交通	コミュニティバス	買物・飲食	近くにコンビニ	1226478835
横浜市	住宅環境	普段使いできる買い物先が充実している。##また、車通りもそれほど多くなくうるさくない。	移動・交通	職場のある都内への移動が楽。##	遊び・娯楽	休日に遊べる場所が少ない	自然災害	土砂災害への対策に力を入れてもらいたい	1228196523
横浜市	住宅環境	海、山、自然もあり、便利。	移動・交通	駅が近い	買物・飲食	ショッピングモールがほしい	子育て	保育園を増やしてほしい	1235167243
横浜市	都市景観	観光名所は個性的で魅力的です	買物・飲食	いろいろ選択肢があり、満足しているか	地域行政	福利厚生がわるすぎる	医療・福祉	行政の施策がわるい、住民のほうに向いていない、発信がない	1224973805
横浜市	自然景観	落ち着く場所が多いので	買物・飲食	ショップが多いと思います	移動・交通	とても不便でしょうがない	事故・犯罪	高齢者が多くなったので特に	1230819239
川崎市	住宅環境	閑静であること	初等・中等教育	学校が近いこと	子育て	医療費負担や子育て援助が少ない	遊び・娯楽	飲食店が少ない	1228542779
川崎市	移動・交通	使える路線が多い	買物・飲食	大型商業施設が多い	住宅環境		公共空間		1234496944
横浜市	遊び・娯楽	アミューズメントパークが多い	買物・飲食	色々な飲食店が多い	住宅環境	古い家が多くなってきている	医療・福祉	病院がすごく混む	1230821094
藤沢市	移動・交通	どこへ行くにもアクセスがしやすい。	医療・福祉	大きな病院が、受け入れ体制バッチリ	事故・犯罪	路地などはまだ暗いところが多く、不審者情報がある	住宅環境	路線価が上がり傾向	1229276318
横浜市	買物・飲食	買い物場所が豊富です	自然の恵み	自然に囲まれた空間が多い	移動・交通	以前よりバス路線の本数が減った	医療・福祉	土日、祝日でも受診出来る病院を増やして欲しい	1234903354
横浜市	移動・交通	自宅から都心へ公共交通機関で短時間で行ける	自然災害	自然災害がインフラ整備されれている	事故・犯罪	地域内の泥棒や押し入れ訪問(詐欺行為)が散見しているのでパトロールの強化	事故・犯罪	警察官の増員や町内に交番設置	1235155709
鎌倉市	医療・福祉	大きな病院が近くに複数ある。	買物・飲食	お店が近くに沢山ある。	公共空間	道路幅が狭い。根本的解決は難しいのかもしれませんが、道路近くの土地を行政が買収したりして、改善して欲しい。安全を確保して欲しい。	自然災害	市役所移転を実行して欲しい。移転先も水害に弱いようなので、一階部分は、駐車場にするなど、対策はして欲しい。	1231748694
真鶴町	住宅環境	静かで住みやすい気候	自然の恵み	山も海もある	医療・福祉	病院が診療所しかない	移動・交通	行楽シーズンは渋滞が激しい	1236644266
平塚市	買物・飲食	回りにたくさんあり便利。	医療・福祉	回りにたくさんあり便利##	移動・交通	自転車道路の充実。##	住宅環境	騒音問題##	1234336333
横浜市	都市景観	利便性が高く、気分も晴ればれする。	移動・交通	どこに行くにも利便性がよい。	子育て	近場に保育園が少ない。	初等・中等教育	地域によるが通学距離が長い	1230818698
平塚市	医療・福祉	総合病院が複数有る	地域行政	公民館が小学校区毎に整備されていて、証明書等の行政サービスが充実している	移動・交通	人口25万人の都市なのに鉄道駅がJR1駅しか無い	買物・飲食	駅前商業施設は撤退が進み閑散としている。郊外に大型ショッピング施設はあるがパッとしない。全国的に有名な核となるブランドの商業施設が欲しいところです有る	1236114594
横浜市	買物・飲食	コスパ	移動・交通	徒歩で行ける距離	医療・福祉	今後に向けての理想	住宅環境	夜間うるさい	1236907692
横浜市	買物・飲食	スーパーがたくさんあるので便利です。	移動・交通	バスや相鉄線など色々あるので便利だからです。	医療・福祉	いい病院がない。	自然の恵み	自然が少なすぎる。	1231841983
横浜市	住宅環境	ごちゃごちゃしていなくて住みやすい	移動・交通	どこに行くにも便利	自然景観	もっと公園が多いと良い	医療・福祉	病院の待ち時間が長い	1232529678
横浜市	都市景観	自宅から程よい距離にみなとみらいやランドマークタワーなど有名観光地がある。	自然の恵み	都市中心部は発展しているが、郊外はまだ田舎の風情を残している。	子育て	子供の医療費用助成や中学校休職、学童の助成などは全国でもワースト1位のレベル。	子育て	子育て世代への助成が他の政令指定都市より遥かに遅れている。	1227793391
横浜市	移動・交通	いっぱい	買物・飲食	サービス	事故・犯罪	やくざいっぱい	住宅環境	朝鮮人うざい	1234200662
茅ヶ崎市	自然景観	強いて言えば。##左富士とか。	自然景観	強いて言えばなので、特にない	地域行政	市長がバカすぎる	医療・福祉	中核病院が少ない	1229531148
横浜市	医療・福祉	人工透析患者数日本一で無料で出来る	買物・飲食	横浜独自の食文化が楽しめて満足	移動・交通	暴走車両がいまだに多く見られる	住宅環境	居住地域によって色々制約があり不便(低層住宅、車両通り抜け禁止等)	1232223858
横浜市	自然景観	緑が多くて、野鳥などが多く住んでいる	移動・交通	自動車が無くても、生活できる	買物・飲食	もっと、お店があると便利	環境共生	騒音問題がある	1230315777
愛川町	子育て	子育て支援の充実は周辺の自治体に影響をもたらすぐらい##充実していると感じているので。	自然災害	所々地盤が緩く低い土地があるものの、##全般的には地盤が固く高い土地の地域が多い分、##いろんな災害が起きにくい環境にあるので。	デジタル生活	もう少し手続きを含めていろんな面でデジタル化を進めて良いと思いますし、##自治体が管理する公衆Wi-Fiをもっと使える場所を広げて欲しい。	医療・福祉	医療はまずまずではあるものの老人福祉の充実は##今の高齢化社会を考えてももっと支援をしてあげて欲しい。##介護現場はかなり厳しそうな状況を知っているので。	1226718603
横浜市	住宅環境	提示されたすべての項目において、満足できているものはなかったので、とりあえず少しはマシかなと思う住環境にしました。家の前は急な坂道で高齢者には厳しいですが。静かでのんびり過ごすには良い場所です。一方、市内の限界集落のようなところなのでどこに行くにしても、何をするにも不便。「ぽつんと一軒家」状態を体現しています。	自然の恵み	住宅地なので自然というものはないのですが、とりあえず徒歩数分のところに樹木が多く広めの公園があるので。ただし、深い谷戸の公園なのであ、歩くのは大変です。	移動・交通	最寄りの駅まで徒歩25～30分。いくつかの路線バスが走っていますが、停留所までは徒歩10分以上。本数も少なく、行き先によっては2時間に1本程度の場所も。そのため、若い世帯が減り高齢者ばかりですが、移動手段がほぼないので引きこもり気味です。	自然災害	築年数が古い木造住宅が多く、能登半島などで発生した規模の地震があれば、多くの建物が倒壊・火災によって消失されると思われます。一方、行政からの案内や指導、支援はほぼなく、「自分で何とかしろ」状態です。一部は急傾斜地にあり崩れたこともありますが、人が死んだり取り返しのつかない被害がおきたりしなければ行政が動かないのは、何とかしてほしいです。	1232221161
秦野市	買物・飲食	近所にロープライスのスーパーがある。	住宅環境	自然が豊か。	移動・交通	夜間の路線バスの減便を再検討（減便前の状態）に戻してほしい。	事故・犯罪	職場前の道路の交通事故が多いので、制限速度を低くしてほしい。	1231140819
横須賀市	医療・福祉	徒歩圏内に各種クリニック、総合病院がある。近距離にはリハビリ専門病院、デイサービスが多数ある。##	買物・飲食	徒歩圏内にスーパー、ドラックストア、コンビニ、ラーメン屋、マック等、吉野家等一通りある。	環境共生	商店街に駐車場がなく車だと買い物しにくい。	都市景観	昔ながらの個人商店が多く、焦点を閉鎖してシャッターを閉め、二階に居住しているいわゆるシャッター街がある。	1230528754
横浜市	子育て	充分に教育を受けられる機会がしっかりしている	医療・福祉	病院に行くのが近い	住宅環境	家賃が高過ぎるのでもう少し手頃になって欲しい	事故・犯罪	夜中にバイクや車の騒音が気になる	1230491125
横浜市	自然災害	災害が少ない	自然景観	緑が多い	移動・交通	バスが減っている	事故・犯罪	事故が多い	1233607014
横浜市	初等・中等教育	いいぜ	公共空間	いいぜ	買物・飲食	いいぜ	事故・犯罪	在日コリアン	1234229758
横浜市	移動・交通	東京地区に横須賀線、京浜東北線、東急東横線、目黒線、田園都市線、小田急、京王、京浜急行などJR,私鉄など鉄道路線が充実しています。横浜市内も横浜市営地下鉄があり、便利です。	自然景観	東京地区より人口密度が低く、緑化地域、公園など自然環境が多いです。こどもの国、ズーラシア、八景島シーパラダイスなどの東京にはない大型の自然と融合されたレジャー施設もあります。	子育て	東京都に比べて子育て政策が後追いであることは否めません。教育費実質無料化、保育園の整備など、まず東京が先行してから、導入され、行政の補助内容も東京より見劣りします。	自然災害	東京直下地震、東南海地震に対する備えが心配です。現状でも風水害の際の大規模停電を経験しており、社会インフラが脆弱です。東京より電力の地下化など進めやすいように思えますが、人口密集地域の災害対策が十分とは思えないです。	1226955311
横浜市	買物・飲食	自宅から徒歩で行かれるスーパーや飲食店がたくさんあります。買い物も外食も、ほぼ選び放題です。	移動・交通	最寄り駅まで、徒歩で１２分程度で行かれますし、そこで電車に乗れば乗り換え無しで、かなりの所まで行かれるので、とても便利です。	事故・犯罪	大都市なので、犯罪や交通事故は、とても多いと感じているからです。	初等・中等教育	中学校では、未だに給食がありません。全国的にも珍しく遅れています。	1226510147
横浜市	遊び・娯楽	満足していない。しかたなく選んだ	地域行政	設問2と同じ	医療・福祉	どれか一つに絞れない。どれも改善してほしい。	初等・中等教育	設問6に同じ	1232353113
逗子市	住宅環境	静かで住みやすい。##気候が温暖。	移動・交通	駅が近くにあり、本数も多い。	医療・福祉	大病院がない。	自然災害	津波が心配	1234348407
横浜市	買物・飲食	駅近くにデパートや飲食店、スーパーなどがたくさんあり便利なので満足しています	移動・交通	最寄り駅に近く、都心に移動するにも利便性がとても良いので満足しています	環境共生	ここ最近、木の伐採が盛んにされており見直してほしい	自然の恵み	住宅建築などが盛んに行われており公園などの自然環境が減っているように感じられるので公園など自然を増やす取り組みを行ってほしい	1236114944
逗子市	自然景観	海、山両方での楽しみ方ができる。	移動・交通	私鉄とJRどちらも利用できるのは利点。	医療・福祉	小さい病院しかない。先日急性疾患になり夜間救急とされている逗葉医療センターにいきましたが設備はなく、レントゲン技師も時間前に閉めてしまっているという杜撰な状況。結局近隣の自治体の救急対応病院へ自分の足で向かう羽目に。風邪しか診れないので意味がない。総合病院誘致の話がでては反対勢力のおかげで立ち消え。近隣の市に頼りっきりで恥ずかしくないのかと考える。	公共空間	道路など公共部分の設備の老朽化がとても目立つ。	1230571103
横浜市	移動・交通	都内までもあまり遠くないため	買物・飲食	美味しいものが気軽に行けて食べれるから	地域行政	住民税が高い	自然景観	マンションとかどんどんたって緑が減っている	1231556660
座間市	買物・飲食	周辺に店舗等の施設が多いから	移動・交通	駅、バス停が近いから	事故・犯罪	周辺に窃盗被害が多いから	遊び・娯楽	周辺に娯楽の施設が少ない	1231606908
横浜市	公共空間	安全面で生活環境が良い。	環境共生	環境面で暮らしやすい。	地域行政	行政手属きはある程度コンビニで出来るようになったが、物足りない。	自然景観	時に不満は無いが、もう少し近代感があれば良い。	1234688458
横浜市	デジタル生活	ほかの項目で満足できるものがなかったので、やむを得ず選んだ	住宅環境	これも満足しているわけでなく、仕方なくあえて選んだ	移動・交通	最寄り駅が遠いので、バス便が現状以上に不便にならないようにしていただきたい	医療・福祉	家族の健康が気がかりになってきたので	1228424176
相模原市	買物・飲食	国道が近くにあるので、食べ物屋さんもあるし、ディスカウントストアもあるし、物価が安いから	事故・犯罪	治安が良いから	移動・交通	坂道が多いから自転車が大変だが、バスは通っていないから大変	医療・福祉	他の地域は高校生まで医療費が無料だが、これからやっと高校生まで無料になるから少し他の地域よりも遅い。	1231413074
茅ヶ崎市	自然の恵み	海に近くて行きたい時に行けること	子育て	子供も多くおり、子供達の環境はよい	地域行政	藤沢市や平塚市は住民に手厚い。茅ヶ崎市も還元されるような行政をして欲しい	移動・交通	狭い道路がまだまだ多く整備してほしい。	1233895758
相模原市	自然の恵み	緑が多く公園も多い	事故・犯罪	穏やかに生活ができているから	移動・交通	バスを遅くまで運行してほしい	遊び・娯楽	アクティブに楽しめる空間が欲しい	1225069777
川崎市	医療・福祉	コロナで入院した時の対応	買物・飲食	充実している	デジタル生活	スマホで簡単に申請	自然災害	なんとなく	1231095165
横浜市	デジタル生活	手間なく沢山の情報が得られるから	移動・交通	都市部は交通が発達しており快適	事故・犯罪	治安の維持	自然災害	防災都市の構築	1236915241
横浜市	買物・飲食	徒歩1分程度ところにコンビニが２店舗ありスーパーも徒歩3分程度のところに1店舗あるから	移動・交通	今住んでいるマンションの目の前にバス停があり、そのバス停がＪＲや京急の6か所の駅に行けるので	公共空間	今住んでいるマンションの目の前にエホバの証人の建物があり信者が日曜日にたくさん来られ、その信者の大半は、高齢者なので邪魔になることがあるから	地域行政	地域に住んでいる人に田舎では、温泉の入浴料が安くなるようなポイントがあるが今住んでいるところには、何も得になるようなポイントがない	1231344122
横浜市	買物・飲食	家の近くに買い物する施設がたくさんあり便利	移動・交通	交通の便が良い	子育て	医療費や学費の助成	事故・犯罪	人口が多く都市部なので治安の悪い地域もある	1229280043
横浜市	住宅環境	バス電車が便利	自然災害	災害に強そう	地域行政	市民向けにしてほしい	子育て	子供を大切にしてほしい	1225699923
愛川町	医療・福祉	近くにある	買物・飲食	近くにある	遊び・娯楽	近くにある	地域行政	近くにある	1234880954
横浜市	移動・交通	横浜駅、新横浜駅、羽田空港、東京、渋谷、新宿に乗り換えなしで行け、運行本数も多い。市バスも位置情報を備えており使い勝手が良い	買物・飲食	大型スーパーのイオンがあり日常の必要なものは手に入るし##電車で3分で横浜に行けるので手に入れたいものは大多数手に入る	デジタル生活	デジタル化が進んでいるので区単位に行政窓口のやり方が前近代的なことが散見すること	自然災害	地震災害の避難所などの対応について明確なものがないので不安であるのでより具体的な絵姿を示して欲しい	1231789647
横浜市	自然景観	都市部まで近いのに水田や畑がある。	住宅環境	都会ほどゴミゴミしてないが、車があれば買い物も困らない。	子育て	横浜市は手当などが少ない。	デジタル生活	電波が入らない所が結構ある。	1225708517
川崎市	移動・交通	電車やバスで行きたいところに行きやすい。交通が発達してる点。	住宅環境	閑静な住宅街もあり、住みやすい点	都市景観	都市部に緑が少ないと感じるため緑を増やしてほしい	事故・犯罪	イメージとして犯罪が多いと思われているため、イメージ改善に努めて欲しい	1236955971
藤沢市	移動・交通	小田急線がとても便利。	自然景観	四季折々の自然が感じられる。	買物・飲食	市全域で開発を進めてほしい。	デジタル生活	ITをもっと活用してほしい。	1228555505
川崎市	医療・福祉	福祉の町と言われる通りだから	買物・飲食	安くて品も豊富	事故・犯罪	治安をしっかりしてほしい	住宅環境	ゴミが散乱している点	1234401157
